LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1700428352.029326,37563.000,2304,1,B%,1,100,41
1700428353.028656,38540.000,2446,1,B%,1,100,40
1700428354.025940,39515.000,2606,1,B%,1,100,38
1700428355.024247,40491.000,2766,1,B%,1,100,37
1700428356.021531,41466.000,2911,1,B%,1,100,37
1700428357.016769,42439.000,3076,1,B%,1,100,37
1700428358.018145,43418.000,3205,1,B%,1,100,37
1700428359.013383,44391.000,3365,1,B%,1,100,37
1700428360.009645,45365.000,3510,1,B%,1,100,37
1700428361.009997,46343.000,3670,1,B%,1,100,38
1700428362.007281,47318.000,3815,1,B%,1,100,38
1700428363.004565,48293.000,3968,1,B%,1,100,37
1700428364.001849,49268.000,4125,1,B%,1,100,38
1700428364.995042,50239.000,4270,1,B%,1,100,38
1700428365.989258,51211.000,4430,1,B%,1,100,37
1700428366.984496,52184.000,4573,1,B%,1,100,38
1700428367.981780,53159.000,4724,1,B%,1,100,38
1700428368.984179,54139.000,4836,1,B%,1,100,37
1700428369.979417,55112.000,4979,1,B%,1,100,36
1700428370.971587,56082.000,5140,1,B%,1,100,37
1700428371.972962,57061.000,5298,1,B%,1,100,37
1700428372.966155,58032.000,5429,1,B%,1,100,38
1700428373.965485,59009.000,5589,1,B%,1,100,38
1700428374.963792,59985.000,5749,1,B%,1,100,38
1700428375.959030,60958.000,5892,1,B%,1,100,37
1700428376.957337,61934.000,6052,1,B%,1,100,37
1700428377.951553,62906.000,6194,1,B%,1,100,37
1700428378.950882,63883.000,6357,1,B%,1,100,36
1700428379.946121,64856.000,6502,1,B%,1,100,36
1700428380.944428,65832.000,6660,1,B%,1,100,36
1700428381.943758,66809.000,6820,1,B%,1,100,36
1700428382.942065,67785.000,6962,1,B%,1,100,36
1700428383.940372,68761.000,7107,1,B%,1,100,36
1700428384.933564,69732.000,7251,1,B%,1,100,37
1700428385.929825,70706.000,7409,1,B%,1,100,37
1700428386.926087,71680.000,7567,1,B%,1,100,37
1700428387.923371,72655.000,7710,1,B%,1,100,36
1700428388.921678,73631.000,7871,1,B%,1,100,36
1700428389.922030,74609.000,8015,1,B%,1,100,36
1700428390.925452,75590.000,8173,1,B%,1,100,35
1700428391.917621,76560.000,8333,1,B%,1,100,35
1700428392.918997,77539.000,8477,1,B%,1,100,36
1700428393.917304,78515.000,8623,1,B%,1,100,36
1700428394.910496,79486.000,8783,1,B%,1,100,37
1700428395.914941,80468.000,8943,1,B%,1,100,35
1700428396.912225,81443.000,9086,1,B%,1,100,34
1700428397.908486,82417.000,9243,1,B%,1,100,34
1700428398.907816,83394.000,9385,1,B%,1,100,35
1700428399.906123,84370.000,9546,1,B%,1,100,36
1700428400.908521,85350.000,9689,1,B%,1,100,35
1700428401.904782,86324.000,9847,1,B%,1,100,35
1700428402.902066,87299.000,10007,1,B%,1,100,34
1700428403.900373,88275.000,10149,1,B%,1,100,35
1700428404.902772,89255.000,10292,1,B%,1,100,35
1700428405.896987,90227.000,10450,1,B%,1,100,35
1700428406.889157,91197.000,10610,1,B%,1,100,34
1700428407.887464,92173.000,10752,1,B%,1,100,34
1700428408.883725,93147.000,10912,1,B%,1,100,34
1700428409.885101,94126.000,11056,1,B%,1,100,35
1700428410.882385,95101.000,11214,1,B%,1,100,35
1700428411.877623,96074.000,11356,1,B%,1,100,35
1700428412.877976,97052.000,11516,1,B%,1,100,35
1700428413.871169,98023.000,11661,1,B%,1,100,36
1700428414.870498,99000.000,11805,1,B%,1,100,37
1700428415.865737,99973.000,11965,1,B%,1,100,36
1700428416.858929,100944.000,12123,1,B%,1,100,36
1700428417.857236,101920.000,12266,1,B%,1,100,36
1700428418.853498,102894.000,12410,1,B%,1,100,36
1700428419.849759,103868.000,12569,1,B%,1,100,35
1700428420.844997,104841.000,12712,1,B%,1,100,34
1700428421.839213,105813.000,12854,1,B%,1,100,34
1700428422.836497,106788.000,13012,1,B%,1,100,35
1700428423.838895,107768.000,13171,1,B%,1,100,36
1700428424.834134,108741.000,13314,1,B%,1,100,36
1700428425.832441,109717.000,13479,1,B%,1,100,36
1700428426.827679,110690.000,13637,1,B%,1,100,35
1700428427.820872,111661.000,13779,1,B%,1,100,34
1700428428.818156,112636.000,13937,1,B%,1,100,34
1700428429.815440,113611.000,14094,1,B%,1,100,34
1700428430.814770,114588.000,14241,1,B%,1,100,35
1700428431.814100,115565.000,14383,1,B%,1,100,35
1700428432.811384,116540.000,14541,1,B%,1,100,35
1700428433.811736,117518.000,14698,1,B%,1,100,34
1700428434.805952,118490.000,14841,1,B%,1,100,35
1700428435.803236,119465.000,15005,1,B%,1,100,35
1700428436.802566,120442.000,15165,1,B%,1,100,36
1700428437.799850,121417.000,15307,1,B%,1,100,36
1700428438.799180,122394.000,15465,1,B%,1,100,34
1700428439.796464,123369.000,15608,1,B%,1,100,34
1700428440.796816,124347.000,15769,1,B%,1,100,34
1700428441.793078,125321.000,15912,1,B%,1,100,34
1700428442.791385,126297.000,16055,1,B%,1,100,33
1700428443.791737,127275.000,16212,1,B%,1,100,33
1700428444.791067,128252.000,16355,1,B%,1,100,33
1700428445.790397,129229.000,16515,1,B%,1,100,33
1700428446.781544,130198.000,16645,1,B%,1,100,33
1700428447.780874,131175.000,16803,1,B%,1,100,34
1700428448.778158,132150.000,16961,1,B%,1,100,34
1700428449.770328,133120.000,17104,1,B%,1,100,35
1700428450.770680,134098.000,17262,1,B%,1,100,35
1700428451.767964,135073.000,17405,1,B%,1,100,35
1700428452.768317,136051.000,17563,1,B%,1,100,34
1700428453.763555,137024.000,17721,1,B%,1,100,33
1700428454.758794,137997.000,17864,1,B%,1,100,33
1700428455.755055,138971.000,18021,1,B%,1,100,33
1700428456.749271,139943.000,18151,1,B%,1,100,35
1700428457.749623,140921.000,18308,1,B%,1,100,35
1700428458.747930,141897.000,18451,1,B%,1,100,35
1700428459.746237,142873.000,18609,1,B%,1,100,34
1700428460.742498,143847.000,18767,1,B%,1,100,33
1700428461.740805,144823.000,18913,1,B%,1,100,33
1700428462.738089,145798.000,19040,1,B%,1,100,33
1700428463.737419,146775.000,19198,1,B%,1,100,33
1700428464.735726,147751.000,19340,1,B%,1,100,32
1700428465.733010,148726.000,19498,1,B%,1,100,33
1700428466.734386,149705.000,19641,1,B%,1,100,33
1700428467.727578,150676.000,19787,1,B%,1,100,33
1700428468.725885,151652.000,19945,1,B%,1,100,33
1700428469.727261,152631.000,20087,1,B%,1,100,33
1700428470.719431,153601.000,20230,1,B%,1,100,34
1700428471.720806,154580.000,20358,1,B%,1,100,33
1700428472.724227,155561.000,20504,1,B%,1,100,34
1700428473.720489,156535.000,20646,1,B%,1,100,33
1700428474.719819,157512.000,20804,1,B%,1,100,34
1700428475.720171,158490.000,20961,1,B%,1,100,34
1700428476.714387,159462.000,21104,1,B%,1,100,33
1700428477.708602,160434.000,21265,1,B%,1,100,33
1700428478.705886,161409.000,21407,1,B%,1,100,33
1700428479.704193,162385.000,21564,1,B%,1,100,33
1700428480.707615,163366.000,21722,1,B%,1,100,33
1700428481.700807,164337.000,21865,1,B%,1,100,33
1700428482.692977,165307.000,22025,1,B%,1,100,34
1700428483.695375,166287.000,22167,1,B%,1,100,33
1700428484.688568,167258.000,22310,1,B%,1,100,33
1700428485.689944,168237.000,22468,1,B%,1,100,33
1700428486.685182,169210.000,22628,1,B%,1,100,33
1700428487.681443,170184.000,22772,1,B%,1,100,33
1700428488.680773,171161.000,22934,1,B%,1,100,34
1700428489.676012,172134.000,23092,1,B%,1,100,33
1700428490.678410,173114.000,23234,1,B%,1,100,33
1700428491.671602,174085.000,23377,1,B%,1,100,33
1700428492.668887,175060.000,23535,1,B%,1,100,33
1700428493.670262,176039.000,23695,1,B%,1,100,32
1700428494.671638,177018.000,23838,1,B%,1,100,33
1700428495.668922,177993.000,23996,1,B%,1,100,34
1700428496.662114,178964.000,24154,1,B%,1,100,34
1700428497.659399,179939.000,24296,1,B%,1,100,34
1700428498.657706,180915.000,24441,1,B%,1,100,34
1700428499.654989,181890.000,24598,1,B%,1,100,35
1700428500.653296,182866.000,24741,1,B%,1,100,34
1700428501.652626,183843.000,24899,1,B%,1,100,34
1700428502.652979,184821.000,25057,1,B%,1,100,33
1700428503.646172,185792.000,25202,1,B%,1,100,33
1700428504.645502,186769.000,25345,1,B%,1,100,33
1700428505.642786,187744.000,25503,1,B%,1,100,33
1700428506.632910,188712.000,25645,1,B%,1,100,33
1700428507.634285,189691.000,25803,1,B%,1,100,33
1700428508.630547,190665.000,25961,1,B%,1,100,34
1700428509.627831,191640.000,26109,1,B%,1,100,35
1700428510.624092,192614.000,26267,1,B%,1,100,34
1700428511.618307,193586.000,26426,1,B%,1,100,33
1700428512.616614,194562.000,26568,1,B%,1,100,33
1700428513.614921,195538.000,26726,1,B%,1,100,33
1700428514.613228,196514.000,26887,1,B%,1,100,34
1700428515.612558,197491.000,27030,1,B%,1,100,33
1700428516.611888,198468.000,27188,1,B%,1,100,34
1700428517.606103,199440.000,27330,1,B%,1,100,34
1700428518.606456,200418.000,27488,1,B%,1,100,34
1700428519.603740,201393.000,27632,1,B%,1,100,34
1700428520.600001,202367.000,27790,1,B%,1,100,34
1700428521.599331,203344.000,27948,1,B%,1,100,34
1700428522.600707,204323.000,28089,1,B%,1,100,33
1700428523.602082,205302.000,28247,1,B%,1,100,33
1700428524.596298,206274.000,28392,1,B%,1,100,33
1700428525.594605,207250.000,28549,1,B%,1,100,33
1700428526.591889,208225.000,28692,1,B%,1,100,32
1700428527.585082,209196.000,28835,1,B%,1,100,32
1700428528.586457,210175.000,28993,1,B%,1,100,33
1700428529.586810,211153.000,29150,1,B%,1,100,34
1700428530.585117,212129.000,29278,1,B%,1,100,34
1700428531.582401,213104.000,29436,1,B%,1,100,33
1700428532.578662,214078.000,29594,1,B%,1,100,33
1700428533.577992,215055.000,29737,1,B%,1,100,33
1700428534.571184,216026.000,29895,1,B%,1,100,34
1700428535.567446,217000.000,30041,1,B%,1,100,33
1700428536.561661,217972.000,30186,1,B%,1,100,33
1700428537.564059,218952.000,30344,1,B%,1,100,34
1700428538.559298,219925.000,30502,1,B%,1,100,34
1700428539.550445,220894.000,30644,1,B%,1,100,33
1700428540.552843,221874.000,30791,1,B%,1,100,32
1700428541.545013,222844.000,30949,1,B%,1,100,32
1700428542.547411,223824.000,31107,1,B%,1,100,32
1700428543.545718,224800.000,31249,1,B%,1,100,31
1700428544.541980,225774.000,31407,1,B%,1,100,32
1700428545.540287,226750.000,31551,1,B%,1,100,32
1700428546.537571,227725.000,31709,1,B%,1,100,32
1700428547.536901,228702.000,31851,1,B%,1,100,32
1700428548.532139,229675.000,32009,1,B%,1,100,34
1700428549.530446,230651.000,32166,1,B%,1,100,33
1700428550.532844,231631.000,32309,1,B%,1,100,33
1700428551.533197,232609.000,32455,1,B%,1,100,32
1700428552.530481,233584.000,32613,1,B%,1,100,32
1700428553.525719,234557.000,32770,1,B%,1,100,33
1700428554.524026,235533.000,32913,1,B%,1,100,33
1700428555.521311,236508.000,33071,1,B%,1,100,33
1700428556.516549,237481.000,33219,1,B%,1,100,33
1700428557.514856,238457.000,33362,1,B%,1,100,33
1700428558.515208,239435.000,33520,1,B%,1,100,32
1700428559.515561,240413.000,33677,1,B%,1,100,33
1700428560.509777,241385.000,33819,1,B%,1,100,32
1700428561.508084,242361.000,33969,1,B%,1,100,32
1700428562.503322,243334.000,34127,1,B%,1,100,33
1700428563.497538,244306.000,34269,1,B%,1,100,32
1700428564.498913,245285.000,34429,1,B%,1,100,33
1700428565.498243,246262.000,34572,1,B%,1,100,33
1700428566.493481,247235.000,34718,1,B%,1,100,33
1700428567.489743,248209.000,34877,1,B%,1,100,33
1700428568.490095,249187.000,35023,1,B%,1,100,32
1700428569.487379,250162.000,35180,1,B%,1,100,32
1700428570.487732,251140.000,35325,1,B%,1,100,33
1700428571.482970,252113.000,35484,1,B%,1,100,33
1700428572.481277,253089.000,35614,1,B%,1,100,33
1700428573.483676,254069.000,35771,1,B%,1,100,32
1700428574.475846,255039.000,35929,1,B%,1,100,32
1700428575.477221,256018.000,36071,1,B%,1,100,33
1700428576.476551,256995.000,36231,1,B%,1,100,34
1700428577.468721,257965.000,36361,1,B%,1,100,34
1700428578.471119,258945.000,36519,1,B%,1,100,34
1700428579.472495,259924.000,36664,1,B%,1,100,34
1700428580.470802,260900.000,36792,1,B%,1,100,34
1700428581.466040,261873.000,36934,1,B%,1,100,35
1700428582.462301,262847.000,37081,1,B%,1,100,35
1700428583.456517,263819.000,37228,1,B%,1,100,35
1700428584.450732,264791.000,37386,1,B%,1,100,35
1700428585.446993,265765.000,37546,1,B%,1,100,35
1700428586.442232,266738.000,37688,1,B%,1,100,34
1700428587.443607,267717.000,37834,1,B%,1,100,34
1700428588.438846,268690.000,37994,1,B%,1,100,33
1700428589.434084,269663.000,38138,1,B%,1,100,33
1700428590.432391,270639.000,38296,1,B%,1,100,33
1700428591.425584,271610.000,38455,1,B%,1,100,33
1700428592.422868,272585.000,38598,1,B%,1,100,31
1700428593.420152,273560.000,38759,1,B%,1,100,32
1700428594.419482,274537.000,38903,1,B%,1,100,31
1700428595.419834,275515.000,39061,1,B%,1,100,31
1700428596.416096,276489.000,39221,1,B%,1,100,32
1700428597.418494,277469.000,39366,1,B%,1,100,33
1700428598.413732,278442.000,39510,1,B%,1,100,33
1700428599.411016,279417.000,39670,1,B%,1,100,32
1700428600.411369,280395.000,39813,1,B%,1,100,32
1700428601.406608,281368.000,39973,1,B%,1,100,32
1700428602.405937,282345.000,40115,1,B%,1,100,32
1700428603.404244,283321.000,40261,1,B%,1,100,33
1700428604.402551,284297.000,40421,1,B%,1,100,32
1700428605.397790,285270.000,40564,1,B%,1,100,32
1700428606.394051,286244.000,40724,1,B%,1,100,32
1700428607.392358,287220.000,40883,1,B%,1,100,32
1700428608.394756,288200.000,41029,1,B%,1,100,32
1700428609.389995,289173.000,41176,1,B%,1,100,32
1700428610.382164,290143.000,41334,1,B%,1,100,32
1700428611.380471,291119.000,41494,1,B%,1,100,32
1700428612.373664,292090.000,41638,1,B%,1,100,32
1700428613.372994,293067.000,41797,1,B%,1,100,32
1700428614.371301,294043.000,41945,1,B%,1,100,32
1700428615.368585,295018.000,42089,1,B%,1,100,32
1700428616.369961,295997.000,42247,1,B%,1,100,32
1700428617.367244,296972.000,42406,1,B%,1,100,32
1700428618.364529,297947.000,42551,1,B%,1,100,32
1700428619.359767,298920.000,42713,1,B%,1,100,31
1700428620.355006,299893.000,42855,1,B%,1,100,32
1700428621.354335,300870.000,43014,1,B%,1,100,33
1700428622.351619,301845.000,43157,1,B%,1,100,33
1700428623.349926,302821.000,43317,1,B%,1,100,32
1700428624.348233,303797.000,43466,1,B%,1,100,31
1700428625.351655,304778.000,43625,1,B%,1,100,32
1700428626.346893,305751.000,43768,1,B%,1,100,32
1700428627.342131,306724.000,43928,1,B%,1,100,31
1700428628.340438,307700.000,44088,1,B%,1,100,32
1700428629.335677,308673.000,44236,1,B%,1,100,31
1700428630.338075,309653.000,44379,1,B%,1,100,32
1700428631.330245,310623.000,44536,1,B%,1,100,33
1700428632.326506,311597.000,44680,1,B%,1,100,32
1700428633.324813,312573.000,44840,1,B%,1,100,31
1700428634.318006,313544.000,45000,1,B%,1,100,32
1700428635.320404,314524.000,45130,1,B%,1,100,31
1700428636.315642,315497.000,45290,1,B%,1,100,32
1700428637.312927,316472.000,45447,1,B%,1,100,31
1700428638.311234,317448.000,45594,1,B%,1,100,30
1700428639.309541,318424.000,45754,1,B%,1,100,31
1700428640.303756,319396.000,45900,1,B%,1,100,31
1700428641.296949,320367.000,46059,1,B%,1,100,32
1700428642.297301,321345.000,46202,1,B%,1,100,31
1700428643.295608,322321.000,46360,1,B%,1,100,32
1700428644.298007,323301.000,46520,1,B%,1,100,32
1700428645.295291,324276.000,46669,1,B%,1,100,31
1700428646.292575,325251.000,46812,1,B%,1,100,32
1700428647.291905,326228.000,46972,1,B%,1,100,32
1700428648.285097,327199.000,47132,1,B%,1,100,32
1700428649.283404,328175.000,47274,1,B%,1,100,31
1700428650.280688,329150.000,47422,1,B%,1,100,31
1700428651.273881,330121.000,47580,1,B%,1,100,32
1700428652.274234,331099.000,47740,1,B%,1,100,31
1700428653.270495,332073.000,47884,1,B%,1,100,32
1700428654.265733,333046.000,48042,1,B%,1,100,31
1700428655.260972,334019.000,48202,1,B%,1,100,31
1700428656.253141,334989.000,48336,1,B%,1,100,32
1700428657.251448,335965.000,48494,1,B%,1,100,33
1700428658.248733,336940.000,48652,1,B%,1,100,33
1700428659.246017,337915.000,48797,1,B%,1,100,32
1700428660.246369,338893.000,48955,1,B%,1,100,31
1700428661.245699,339870.000,49104,1,B%,1,100,32
1700428662.238892,340841.000,49264,1,B%,1,100,32
1700428663.240267,341820.000,49407,1,B%,1,100,32
1700428664.237551,342795.000,49565,1,B%,1,100,32
1700428665.236881,343772.000,49727,1,B%,1,100,31
1700428666.236211,344749.000,49869,1,B%,1,100,31
1700428667.233495,345724.000,50012,1,B%,1,100,31
1700428668.230779,346699.000,50172,1,B%,1,100,30
1700428669.224995,347671.000,50331,1,B%,1,100,30
1700428670.223302,348647.000,50473,1,B%,1,100,30
1700428671.220586,349622.000,50607,1,B%,1,100,31
1700428672.217870,350597.000,50767,1,B%,1,100,31
1700428673.217200,351574.000,50909,1,B%,1,100,32
1700428674.212438,352547.000,51052,1,B%,1,100,31
1700428675.212791,353525.000,51210,1,B%,1,100,31
1700428676.205983,354496.000,51372,1,B%,1,100,32
1700428677.202245,355470.000,51504,1,B%,1,100,31
1700428678.200552,356446.000,51664,1,B%,1,100,32
1700428679.194767,357418.000,51807,1,B%,1,100,31
1700428680.195120,358396.000,51967,1,B%,1,100,31
1700428681.194450,359373.000,52109,1,B%,1,100,32
1700428682.196848,360353.000,52258,1,B%,1,100,32
1700428683.192086,361326.000,52400,1,B%,1,100,32
1700428684.188348,362300.000,52560,1,B%,1,100,31
1700428685.187677,363277.000,52705,1,B%,1,100,32
1700428686.179847,364247.000,52863,1,B%,1,100,31
1700428687.182246,365227.000,52998,1,B%,1,100,31
1700428688.183621,366206.000,53126,1,B%,1,100,31
1700428689.179883,367180.000,53285,1,B%,1,100,31
1700428690.177166,368155.000,53427,1,B%,1,100,32
1700428691.173428,369129.000,53587,1,B%,1,100,32
1700428692.171735,370105.000,53735,1,B%,1,100,32
1700428693.167996,371079.000,53892,1,B%,1,100,32
1700428694.164257,372053.000,54034,1,B%,1,100,31
1700428695.158473,373025.000,54194,1,B%,1,100,31
1700428696.159848,374004.000,54352,1,B%,1,100,31
1700428697.156110,374978.000,54497,1,B%,1,100,31
1700428698.151348,375951.000,54646,1,B%,1,100,31
1700428699.153746,376931.000,54805,1,B%,1,100,31
