LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1672411490.037080,24506.000,1731,4,DC,2,100,EA
1672411490.037080,24506.000,1731,4,DC,2,100,2
1672411490.037080,24506.000,1731,4,DC,2,100,EL
1672411490.037080,24506.000,1731,4,DC,2,100,2
1672411490.074706,24542.750,1748,4,DC,2,100,EA
1672411490.112332,24579.500,1748,4,DC,2,100,2
1672411490.149958,24616.250,1748,4,DC,2,100,EL
1672411490.187584,24653.000,1748,4,DC,2,100,2
1672411490.213436,24678.250,1765,4,DC,2,100,EA
1672411490.239287,24703.500,1765,4,DC,2,100,2
1672411490.265139,24728.750,1765,4,DC,2,100,EL
1672411490.290991,24754.000,1765,4,DC,2,100,2
1672411490.317099,24779.500,1786,4,DC,2,100,EA
1672411490.343207,24805.000,1786,4,DC,2,100,1
1672411490.369315,24830.500,1786,4,DC,2,100,EL
1672411490.395422,24856.000,1786,4,DC,2,100,1
1672411490.421018,24881.000,1802,4,DC,2,100,EA
1672411490.446614,24906.000,1802,4,DC,2,100,2
1672411490.472210,24931.000,1802,4,DC,2,100,EL
1672411490.497806,24956.000,1802,4,DC,2,100,2
1672411490.523658,24981.250,1820,4,DC,2,100,EA
1672411490.549510,25006.500,1820,4,DC,2,100,2
1672411490.575362,25031.750,1820,4,DC,2,100,EL
1672411490.601214,25057.000,1820,4,DC,2,100,2
1672411490.629625,25084.750,1836,4,DC,2,100,EA
1672411490.658037,25112.500,1836,4,DC,2,100,1
1672411490.686448,25140.250,1836,4,DC,2,100,EL
1672411490.714859,25168.000,1836,4,DC,2,100,1
1672411490.740711,25193.250,1852,4,DC,2,100,EA
1672411490.766563,25218.500,1852,4,DC,2,100,2
1672411490.792415,25243.750,1852,4,DC,2,100,EL
1672411490.818267,25269.000,1852,4,DC,2,100,2
1672411490.844119,25294.250,1868,4,DC,2,100,EA
1672411490.869971,25319.500,1868,4,DC,2,100,1
1672411490.895823,25344.750,1868,4,DC,2,100,EL
1672411490.921674,25370.000,1868,4,DC,2,100,1
1672411490.947526,25395.250,1886,4,DC,2,100,EA
1672411490.973378,25420.500,1886,4,DC,2,100,2
1672411490.999230,25445.750,1886,4,DC,2,100,EL
1672411491.025082,25471.000,1886,4,DC,2,100,2
1672411491.050934,25496.250,1902,4,DC,2,100,EA
1672411491.076786,25521.500,1902,4,DC,2,100,2
1672411491.102638,25546.750,1902,4,DC,2,100,EL
1672411491.128489,25572.000,1902,4,DC,2,100,2
1672411491.154341,25597.250,1919,4,DC,2,100,EA
1672411491.180193,25622.500,1919,4,DC,2,100,1
1672411491.206045,25647.750,1919,4,DC,2,100,EL
1672411491.231897,25673.000,1919,4,DC,2,100,1
1672411491.257749,25698.250,1937,4,DC,2,100,EA
1672411491.283601,25723.500,1937,4,DC,2,100,2
1672411491.309453,25748.750,1937,4,DC,2,100,EL
1672411491.335304,25774.000,1937,4,DC,2,100,2
1672411491.361156,25799.250,1954,4,DC,2,100,EA
1672411491.387008,25824.500,1954,4,DC,2,100,1
1672411491.412860,25849.750,1954,4,DC,2,100,EL
1672411491.438712,25875.000,1954,4,DC,2,100,1
1672411491.464564,25900.250,1970,4,DC,2,100,EA
1672411491.490416,25925.500,1970,4,DC,2,100,2
1672411491.516268,25950.750,1970,4,DC,2,100,EL
1672411491.542120,25976.000,1970,4,DC,2,100,2
1672411491.577186,26010.250,1988,4,DC,2,100,EA
1672411491.612252,26044.500,1988,4,DC,2,100,2
1672411491.647319,26078.750,1988,4,DC,2,100,EL
1672411491.682385,26113.000,1988,4,DC,2,100,2
1672411491.707981,26138.000,2004,4,DC,2,100,EA
1672411491.733577,26163.000,2004,4,DC,2,100,1
1672411491.759173,26188.000,2004,4,DC,2,100,EL
1672411491.784769,26213.000,2004,4,DC,2,100,1
1672411491.810621,26238.250,2021,4,DC,2,100,EA
1672411491.836472,26263.500,2021,4,DC,2,100,2
1672411491.862324,26288.750,2021,4,DC,2,100,EL
1672411491.888176,26314.000,2021,4,DC,2,100,2
1672411491.914284,26339.500,2037,4,DC,2,100,EA
1672411491.940392,26365.000,2037,4,DC,2,100,1
1672411491.966500,26390.500,2037,4,DC,2,100,EL
1672411491.992607,26416.000,2037,4,DC,2,100,1
1672411492.018203,26441.000,2054,4,DC,2,100,EA
1672411492.043799,26466.000,2054,4,DC,2,100,2
1672411492.069395,26491.000,2054,4,DC,2,100,EL
1672411492.094991,26516.000,2054,4,DC,2,100,2
1672411492.120843,26541.250,2073,4,DC,2,100,EA
1672411492.146695,26566.500,2073,4,DC,2,100,2
1672411492.172547,26591.750,2073,4,DC,2,100,EL
1672411492.198399,26617.000,2073,4,DC,2,100,2
1672411492.226042,26644.000,2093,4,DC,2,100,EA
1672411492.253686,26671.000,2093,4,DC,2,100,1
1672411492.281329,26698.000,2093,4,DC,2,100,EL
1672411492.308973,26725.000,2093,4,DC,2,100,1
1672411492.334313,26749.750,2110,4,DC,2,100,EA
1672411492.359653,26774.500,2110,4,DC,2,100,2
1672411492.384993,26799.250,2110,4,DC,2,100,EL
1672411492.410333,26824.000,2110,4,DC,2,100,2
1672411492.436185,26849.250,2127,4,DC,2,100,EA
1672411492.462036,26874.500,2127,4,DC,2,100,1
1672411492.487888,26899.750,2127,4,DC,2,100,EL
1672411492.513740,26925.000,2127,4,DC,2,100,1
1672411492.539592,26950.250,2144,4,DC,2,100,EA
1672411492.565444,26975.500,2144,4,DC,2,100,2
1672411492.591296,27000.750,2144,4,DC,2,100,EL
1672411492.617148,27026.000,2144,4,DC,2,100,2
1672411492.658357,27066.250,2161,4,DC,2,100,EA
1672411492.699567,27106.500,2161,4,DC,2,100,2
1672411492.740776,27146.750,2161,4,DC,2,100,EL
1672411492.781985,27187.000,2161,4,DC,2,100,2
1672411492.807837,27212.250,2177,4,DC,2,100,EA
1672411492.833689,27237.500,2177,4,DC,2,100,2
1672411492.859541,27262.750,2177,4,DC,2,100,EL
1672411492.885393,27288.000,2177,4,DC,2,100,2
1672411492.911245,27313.250,2195,4,DC,2,100,EA
1672411492.937097,27338.500,2195,4,DC,2,100,1
1672411492.962949,27363.750,2195,4,DC,2,100,EL
1672411492.988800,27389.000,2195,4,DC,2,100,1
1672411493.014652,27414.250,2211,4,DC,2,100,EA
1672411493.040504,27439.500,2211,4,DC,2,100,2
1672411493.066356,27464.750,2211,4,DC,2,100,EL
1672411493.092208,27490.000,2211,4,DC,2,100,2
1672411493.118060,27515.250,2227,4,DC,2,100,EA
1672411493.143912,27540.500,2227,4,DC,2,100,2
1672411493.169763,27565.750,2227,4,DC,2,100,EL
1672411493.195615,27591.000,2227,4,DC,2,100,2
1672411493.221467,27616.250,2244,4,DC,2,100,EA
1672411493.247319,27641.500,2244,4,DC,2,100,1
1672411493.273171,27666.750,2244,4,DC,2,100,EL
1672411493.299023,27692.000,2244,4,DC,2,100,1
1672411493.324875,27717.250,2263,4,DC,2,100,EA
1672411493.350727,27742.500,2263,4,DC,2,100,2
1672411493.376578,27767.750,2263,4,DC,2,100,EL
1672411493.402430,27793.000,2263,4,DC,2,100,2
1672411493.428282,27818.250,2279,4,DC,2,100,EA
1672411493.454134,27843.500,2279,4,DC,2,100,1
1672411493.479986,27868.750,2279,4,DC,2,100,EL
1672411493.505838,27894.000,2279,4,DC,2,100,1
1672411493.531690,27919.250,2296,4,DC,2,100,EA
1672411493.557542,27944.500,2296,4,DC,2,100,2
1672411493.583393,27969.750,2296,4,DC,2,100,EL
1672411493.609245,27995.000,2296,4,DC,2,100,2
1672411493.635097,28020.250,2312,4,DC,2,100,EA
1672411493.660949,28045.500,2312,4,DC,2,100,1
1672411493.686801,28070.750,2312,4,DC,2,100,EL
1672411493.712653,28096.000,2312,4,DC,2,100,1
1672411493.738505,28121.250,2329,4,DC,2,100,EA
1672411493.764356,28146.500,2329,4,DC,2,100,2
1672411493.790208,28171.750,2329,4,DC,2,100,EL
1672411493.816060,28197.000,2329,4,DC,2,100,2
1672411493.842168,28222.500,2347,4,DC,2,100,EA
1672411493.868276,28248.000,2347,4,DC,2,100,1
1672411493.894384,28273.500,2347,4,DC,2,100,EL
1672411493.920491,28299.000,2347,4,DC,2,100,1
1672411493.946087,28324.000,2364,4,DC,2,100,EA
1672411493.971683,28349.000,2364,4,DC,2,100,2
1672411493.997279,28374.000,2364,4,DC,2,100,EL
1672411494.022875,28399.000,2364,4,DC,2,100,2
1672411494.054102,28429.500,2380,4,DC,2,100,EA
1672411494.085329,28460.000,2380,4,DC,2,100,2
1672411494.116556,28490.500,2380,4,DC,2,100,EL
1672411494.147783,28521.000,2380,4,DC,2,100,2
1672411494.173379,28546.000,2397,4,DC,2,100,EA
1672411494.198975,28571.000,2397,4,DC,2,100,1
1672411494.224571,28596.000,2397,4,DC,2,100,EL
1672411494.250167,28621.000,2397,4,DC,2,100,1
1672411494.276019,28646.250,2416,4,DC,2,100,EA
1672411494.301871,28671.500,2416,4,DC,2,100,2
1672411494.327723,28696.750,2416,4,DC,2,100,EL
1672411494.353574,28722.000,2416,4,DC,2,100,2
1672411494.379426,28747.250,2433,4,DC,2,100,EA
1672411494.405278,28772.500,2433,4,DC,2,100,1
1672411494.431130,28797.750,2433,4,DC,2,100,EL
1672411494.456982,28823.000,2433,4,DC,2,100,1
1672411494.482834,28848.250,2449,4,DC,2,100,EA
1672411494.508686,28873.500,2449,4,DC,2,100,2
1672411494.534538,28898.750,2449,4,DC,2,100,EL
1672411494.560389,28924.000,2449,4,DC,2,100,2
1672411494.586241,28949.250,2466,4,DC,2,100,EA
1672411494.612093,28974.500,2466,4,DC,2,100,2
1672411494.637945,28999.750,2466,4,DC,2,100,EL
1672411494.663797,29025.000,2466,4,DC,2,100,2
1672411494.697839,29058.250,2482,4,DC,2,100,EA
1672411494.731882,29091.500,2482,4,DC,2,100,2
1672411494.765924,29124.750,2482,4,DC,2,100,EL
1672411494.799967,29158.000,2482,4,DC,2,100,2
1672411494.825563,29183.000,2499,4,DC,2,100,EA
1672411494.851159,29208.000,2499,4,DC,2,100,1
1672411494.876755,29233.000,2499,4,DC,2,100,EL
1672411494.902351,29258.000,2499,4,DC,2,100,1
1672411494.928203,29283.250,2516,4,DC,2,100,EA
1672411494.954054,29308.500,2516,4,DC,2,100,2
1672411494.979906,29333.750,2516,4,DC,2,100,EL
1672411495.005758,29359.000,2516,4,DC,2,100,2
1672411495.031610,29384.250,2533,4,DC,2,100,EA
1672411495.057462,29409.500,2533,4,DC,2,100,1
1672411495.083314,29434.750,2533,4,DC,2,100,EL
1672411495.109166,29460.000,2533,4,DC,2,100,1
1672411495.135018,29485.250,2548,4,DC,2,100,EA
1672411495.160869,29510.500,2548,4,DC,2,100,2
1672411495.186721,29535.750,2548,4,DC,2,100,EL
1672411495.212573,29561.000,2548,4,DC,2,100,2
1672411495.239193,29587.000,2568,4,DC,2,100,EA
1672411495.265813,29613.000,2568,4,DC,2,100,1
1672411495.292432,29639.000,2568,4,DC,2,100,EL
1672411495.319052,29665.000,2568,4,DC,2,100,1
1672411495.344136,29689.500,2586,4,DC,2,100,EA
1672411495.369220,29714.000,2586,4,DC,2,100,2
1672411495.394304,29738.500,2586,4,DC,2,100,EL
1672411495.419388,29763.000,2586,4,DC,2,100,2
1672411495.445240,29788.250,2603,4,DC,2,100,EA
1672411495.471092,29813.500,2603,4,DC,2,100,1
1672411495.496944,29838.750,2603,4,DC,2,100,EL
1672411495.522796,29864.000,2603,4,DC,2,100,1
1672411495.548647,29889.250,2620,4,DC,2,100,EA
1672411495.574499,29914.500,2620,4,DC,2,100,2
1672411495.600351,29939.750,2620,4,DC,2,100,EL
1672411495.626203,29965.000,2620,4,DC,2,100,2
1672411495.664853,30002.750,2636,4,DC,2,100,EA
1672411495.703503,30040.500,2636,4,DC,2,100,2
1672411495.742153,30078.250,2636,4,DC,2,100,EL
1672411495.780802,30116.000,2636,4,DC,2,100,2
1672411495.806654,30141.250,2652,4,DC,2,100,EA
1672411495.832506,30166.500,2652,4,DC,2,100,2
1672411495.858358,30191.750,2652,4,DC,2,100,EL
1672411495.884210,30217.000,2652,4,DC,2,100,2
1672411495.910062,30242.250,2670,4,DC,2,100,EA
1672411495.935914,30267.500,2670,4,DC,2,100,1
1672411495.961766,30292.750,2670,4,DC,2,100,EL
1672411495.987617,30318.000,2670,4,DC,2,100,1
1672411496.013469,30343.250,2686,4,DC,2,100,EA
1672411496.039321,30368.500,2686,4,DC,2,100,2
1672411496.065173,30393.750,2686,4,DC,2,100,EL
1672411496.091025,30419.000,2686,4,DC,2,100,2
1672411496.116877,30444.250,2703,4,DC,2,100,EA
1672411496.142729,30469.500,2703,4,DC,2,100,2
1672411496.168581,30494.750,2703,4,DC,2,100,EL
1672411496.194432,30520.000,2703,4,DC,2,100,2
1672411496.220284,30545.250,2720,4,DC,2,100,EA
1672411496.246136,30570.500,2720,4,DC,2,100,1
1672411496.271988,30595.750,2720,4,DC,2,100,EL
1672411496.297840,30621.000,2720,4,DC,2,100,1
1672411496.324203,30646.750,2740,4,DC,2,100,EA
1672411496.350567,30672.500,2740,4,DC,2,100,2
1672411496.376931,30698.250,2740,4,DC,2,100,EL
1672411496.403295,30724.000,2740,4,DC,2,100,2
1672411496.428635,30748.750,2756,4,DC,2,100,EA
1672411496.453975,30773.500,2756,4,DC,2,100,1
1672411496.479315,30798.250,2756,4,DC,2,100,EL
1672411496.504655,30823.000,2756,4,DC,2,100,1
1672411496.531275,30849.000,2774,4,DC,2,100,EA
1672411496.557894,30875.000,2774,4,DC,2,100,2
1672411496.584514,30901.000,2774,4,DC,2,100,EL
1672411496.611134,30927.000,2774,4,DC,2,100,2
1672411496.636730,30952.000,2790,4,DC,2,100,EA
1672411496.662326,30977.000,2790,4,DC,2,100,1
1672411496.687922,31002.000,2790,4,DC,2,100,EL
1672411496.713517,31027.000,2790,4,DC,2,100,1
1672411496.756007,31068.500,2806,4,DC,2,100,EA
1672411496.798496,31110.000,2806,4,DC,2,100,3
1672411496.840985,31151.500,2806,4,DC,2,100,EL
1672411496.883474,31193.000,2806,4,DC,2,100,3
1672411496.918797,31227.500,2823,4,DC,2,100,EA
1672411496.954119,31262.000,2823,4,DC,2,100,2
1672411496.989441,31296.500,2823,4,DC,2,100,EL
1672411497.024764,31331.000,2823,4,DC,2,100,2
1672411497.071860,31377.000,2840,4,DC,2,100,EA
1672411497.118957,31423.000,2840,4,DC,2,100,3
1672411497.166053,31469.000,2840,4,DC,2,100,EL
1672411497.213150,31515.000,2840,4,DC,2,100,3
1672411497.238745,31540.000,2857,4,DC,2,100,EA
1672411497.264341,31565.000,2857,4,DC,2,100,1
1672411497.289937,31590.000,2857,4,DC,2,100,EL
1672411497.315533,31615.000,2857,4,DC,2,100,1
1672411497.345480,31644.250,2881,4,DC,2,100,EA
1672411497.375428,31673.500,2881,4,DC,2,100,2
1672411497.405375,31702.750,2881,4,DC,2,100,EL
1672411497.435322,31732.000,2881,4,DC,2,100,2
1672411497.461174,31757.250,2897,4,DC,2,100,EA
1672411497.487026,31782.500,2897,4,DC,2,100,2
1672411497.512878,31807.750,2897,4,DC,2,100,EL
1672411497.538730,31833.000,2897,4,DC,2,100,2
1672411497.564581,31858.250,2915,4,DC,2,100,EA
1672411497.590433,31883.500,2915,4,DC,2,100,1
1672411497.616285,31908.750,2915,4,DC,2,100,EL
1672411497.642137,31934.000,2915,4,DC,2,100,1
1672411497.667989,31959.250,2930,4,DC,2,100,EA
1672411497.693841,31984.500,2930,4,DC,2,100,2
1672411497.719693,32009.750,2930,4,DC,2,100,EL
1672411497.745545,32035.000,2930,4,DC,2,100,2
1672411497.771396,32060.250,2947,4,DC,2,100,EA
1672411497.797248,32085.500,2947,4,DC,2,100,1
1672411497.823100,32110.750,2947,4,DC,2,100,EL
1672411497.848952,32136.000,2947,4,DC,2,100,1
1672411497.875060,32161.500,2964,4,DC,2,100,EA
1672411497.901168,32187.000,2964,4,DC,2,100,2
1672411497.927276,32212.500,2964,4,DC,2,100,EL
1672411497.953383,32238.000,2964,4,DC,2,100,2
1672411497.978979,32263.000,2981,4,DC,2,100,EA
1672411498.004575,32288.000,2981,4,DC,2,100,1
1672411498.030171,32313.000,2981,4,DC,2,100,EL
1672411498.055767,32338.000,2981,4,DC,2,100,1
1672411498.081619,32363.250,2997,4,DC,2,100,EA
1672411498.107471,32388.500,2997,4,DC,2,100,2
1672411498.133323,32413.750,2997,4,DC,2,100,EL
1672411498.159174,32439.000,2997,4,DC,2,100,2
1672411498.185026,32464.250,3014,4,DC,2,100,EA
1672411498.210878,32489.500,3014,4,DC,2,100,2
1672411498.236730,32514.750,3014,4,DC,2,100,EL
1672411498.262582,32540.000,3014,4,DC,2,100,2
1672411498.288434,32565.250,3032,4,DC,2,100,EA
1672411498.314286,32590.500,3032,4,DC,2,100,1
1672411498.340138,32615.750,3032,4,DC,2,100,EL
1672411498.365989,32641.000,3032,4,DC,2,100,1
1672411498.391841,32666.250,3049,4,DC,2,100,EA
1672411498.417693,32691.500,3049,4,DC,2,100,2
1672411498.443545,32716.750,3049,4,DC,2,100,EL
1672411498.469397,32742.000,3049,4,DC,2,100,2
1672411498.495249,32767.250,3065,4,DC,2,100,EA
1672411498.521101,32792.500,3065,4,DC,2,100,1
1672411498.546952,32817.750,3065,4,DC,2,100,EL
1672411498.572804,32843.000,3065,4,DC,2,100,1
1672411498.598656,32868.250,3082,4,DC,2,100,EA
1672411498.624508,32893.500,3082,4,DC,2,100,2
1672411498.650360,32918.750,3082,4,DC,2,100,EL
1672411498.676212,32944.000,3082,4,DC,2,100,2
1672411498.702064,32969.250,3098,4,DC,2,100,EA
1672411498.727916,32994.500,3098,4,DC,2,100,1
1672411498.753767,33019.750,3098,4,DC,2,100,EL
1672411498.779619,33045.000,3098,4,DC,2,100,1
1672411498.805471,33070.250,3115,4,DC,2,100,EA
1672411498.831323,33095.500,3115,4,DC,2,100,2
1672411498.857175,33120.750,3115,4,DC,2,100,EL
1672411498.883027,33146.000,3115,4,DC,2,100,2
1672411498.908879,33171.250,3132,4,DC,2,100,EA
1672411498.934731,33196.500,3132,4,DC,2,100,2
1672411498.960582,33221.750,3132,4,DC,2,100,EL
1672411498.986434,33247.000,3132,4,DC,2,100,2
1672411499.012286,33272.250,3149,4,DC,2,100,EA
1672411499.038138,33297.500,3149,4,DC,2,100,1
1672411499.063990,33322.750,3149,4,DC,2,100,EL
1672411499.089842,33348.000,3149,4,DC,2,100,1
1672411499.115950,33373.500,3166,4,DC,2,100,EA
1672411499.142058,33399.000,3166,4,DC,2,100,2
1672411499.168165,33424.500,3166,4,DC,2,100,EL
1672411499.194273,33450.000,3166,4,DC,2,100,2
1672411499.219869,33475.000,3184,4,DC,2,100,EA
1672411499.245465,33500.000,3184,4,DC,2,100,1
1672411499.271061,33525.000,3184,4,DC,2,100,EL
1672411499.296657,33550.000,3184,4,DC,2,100,1
1672411499.322509,33575.250,3202,4,DC,2,100,EA
1672411499.348361,33600.500,3202,4,DC,2,100,2
1672411499.374213,33625.750,3202,4,DC,2,100,EL
1672411499.400064,33651.000,3202,4,DC,2,100,2
1672411499.425916,33676.250,3219,4,DC,2,100,EA
1672411499.451768,33701.500,3219,4,DC,2,100,1
1672411499.477620,33726.750,3219,4,DC,2,100,EL
1672411499.503472,33752.000,3219,4,DC,2,100,1
1672411499.529324,33777.250,3235,4,DC,2,100,EA
1672411499.555176,33802.500,3235,4,DC,2,100,2
1672411499.581028,33827.750,3235,4,DC,2,100,EL
1672411499.606879,33853.000,3235,4,DC,2,100,2
1672411499.632731,33878.250,3252,4,DC,2,100,EA
1672411499.658583,33903.500,3252,4,DC,2,100,1
1672411499.684435,33928.750,3252,4,DC,2,100,EL
1672411499.710287,33954.000,3252,4,DC,2,100,1
1672411499.736139,33979.250,3269,4,DC,2,100,EA
1672411499.761991,34004.500,3269,4,DC,2,100,2
1672411499.787843,34029.750,3269,4,DC,2,100,EL
1672411499.813694,34055.000,3269,4,DC,2,100,2
1672411499.839546,34080.250,3286,4,DC,2,100,EA
1672411499.865398,34105.500,3286,4,DC,2,100,1
1672411499.891250,34130.750,3286,4,DC,2,100,EL
1672411499.917102,34156.000,3286,4,DC,2,100,1
1672411499.942954,34181.250,3303,4,DC,2,100,EA
1672411499.968806,34206.500,3303,4,DC,2,100,2
1672411499.994657,34231.750,3303,4,DC,2,100,EL
1672411500.020509,34257.000,3303,4,DC,2,100,2
1672411500.046361,34282.250,3319,4,DC,2,100,EA
1672411500.072213,34307.500,3319,4,DC,2,100,2
1672411500.098065,34332.750,3319,4,DC,2,100,EL
1672411500.123917,34358.000,3319,4,DC,2,100,2
1672411500.150025,34383.500,3335,4,DC,2,100,EA
1672411500.176132,34409.000,3335,4,DC,2,100,1
1672411500.202240,34434.500,3335,4,DC,2,100,EL
1672411500.228348,34460.000,3335,4,DC,2,100,1
1672411500.253944,34485.000,3355,4,DC,2,100,EA
1672411500.279540,34510.000,3355,4,DC,2,100,2
1672411500.305136,34535.000,3355,4,DC,2,100,EL
1672411500.330732,34560.000,3355,4,DC,2,100,2
1672411500.356584,34585.250,3371,4,DC,2,100,EA
1672411500.382435,34610.500,3371,4,DC,2,100,1
1672411500.408287,34635.750,3371,4,DC,2,100,EL
1672411500.434139,34661.000,3371,4,DC,2,100,1
1672411500.459991,34686.250,3387,4,DC,2,100,EA
1672411500.485843,34711.500,3387,4,DC,2,100,2
1672411500.511695,34736.750,3387,4,DC,2,100,EL
1672411500.537547,34762.000,3387,4,DC,2,100,2
1672411500.563399,34787.250,3404,4,DC,2,100,EA
1672411500.589250,34812.500,3404,4,DC,2,100,1
1672411500.615102,34837.750,3404,4,DC,2,100,EL
1672411500.640954,34863.000,3404,4,DC,2,100,1
1672411500.667062,34888.500,3421,4,DC,2,100,EA
1672411500.693170,34914.000,3421,4,DC,2,100,2
1672411500.719278,34939.500,3421,4,DC,2,100,EL
1672411500.745385,34965.000,3421,4,DC,2,100,2
1672411500.770981,34990.000,3437,4,DC,2,100,EA
1672411500.796577,35015.000,3437,4,DC,2,100,1
1672411500.822173,35040.000,3437,4,DC,2,100,EL
1672411500.847769,35065.000,3437,4,DC,2,100,1
1672411500.873621,35090.250,3455,4,DC,2,100,EA
1672411500.899473,35115.500,3455,4,DC,2,100,2
1672411500.925325,35140.750,3455,4,DC,2,100,EL
1672411500.951177,35166.000,3455,4,DC,2,100,2
1672411500.977028,35191.250,3470,4,DC,2,100,EA
1672411501.002880,35216.500,3470,4,DC,2,100,2
1672411501.028732,35241.750,3470,4,DC,2,100,EL
1672411501.054584,35267.000,3470,4,DC,2,100,2
1672411501.080436,35292.250,3487,4,DC,2,100,EA
